"max","min","mean","median","var","totalvar","auc","Xmax","Xmin","Xmean","Xmedian","Xvar","Xtotalvar","Xauc","Ymax","Ymin","Ymean","Ymedian","Yvar","Ytotalvar","Yauc","condition","subject","gesture"
"198","59","125.55","131","1817.17929292929","417","12555","4.28491620111732","3.71794871794872","4.01770478864121","3.99654239907282","0.0258025049340696","2.63764942666872","401.770478864121","3.73684210526316","2.99350649350649","3.30758890000989","3.27430906639703","0.0262966758823455","2.30884755211748","330.758890000989","pillow","P2","slide"
"204","45","114.21","105.5","2676.89484848485","443","11421","4.36538461538461","3.69230769230769","4.09684381986564","4.15942028985507","0.0383426188028533","2.91415478830893","409.684381986564","3.625","2.91011235955056","3.24418268477567","3.30681818181818","0.0437489707695218","2.32062459608801","324.418268477567","pillow","P2","slide"
"162","30","112.64","119.5","1421.10141414141","322","11264","4.8740157480315","3.93650793650794","4.46687792133372","4.51992772328343","0.069972574770789","3.68420556408981","446.687792133372","3.83333333333333","2.98","3.22984052685598","3.18068711180124","0.0318308392094957","2.70245483503041","322.984052685598","flat","P2","tap"
"204","38","108.73","94.5","2705.45161616162","405","10873","4.51648351648352","3.43362831858407","4.13140272049721","4.21414141414141","0.0906358282526492","3.99420893653683","413.140272049721","4.0377358490566","2.95454545454545","3.55464385703729","3.51948402417962","0.0663108889882908","3.43267382555808","355.464385703729","flat","P2","tap"
"198","59","125.55","131","1817.17929292929","417","12555","4.28491620111732","3.71794871794872","4.01770478864121","3.99654239907282","0.0258025049340696","2.63764942666872","401.770478864121","3.73684210526316","2.99350649350649","3.30758890000989","3.27430906639703","0.0262966758823455","2.30884755211748","330.758890000989","flat","P2","tap"
"204","45","114.21","105.5","2676.89484848485","443","11421","4.36538461538461","3.69230769230769","4.09684381986564","4.15942028985507","0.0383426188028533","2.91415478830893","409.684381986564","3.625","2.91011235955056","3.24418268477567","3.30681818181818","0.0437489707695218","2.32062459608801","324.418268477567","flat","P2","tap"
"162","30","112.64","119.5","1421.10141414141","322","11264","4.8740157480315","3.93650793650794","4.46687792133372","4.51992772328343","0.069972574770789","3.68420556408981","446.687792133372","3.83333333333333","2.98","3.22984052685598","3.18068711180124","0.0318308392094957","2.70245483503041","322.984052685598","pillow","P2","tap"
"204","38","108.73","94.5","2705.45161616162","405","10873","4.51648351648352","3.43362831858407","4.13140272049721","4.21414141414141","0.0906358282526492","3.99420893653683","413.140272049721","4.0377358490566","2.95454545454545","3.55464385703729","3.51948402417962","0.0663108889882908","3.43267382555808","355.464385703729","pillow","P2","tap"
"198","59","125.55","131","1817.17929292929","417","12555","4.28491620111732","3.71794871794872","4.01770478864121","3.99654239907282","0.0258025049340696","2.63764942666872","401.770478864121","3.73684210526316","2.99350649350649","3.30758890000989","3.27430906639703","0.0262966758823455","2.30884755211748","330.758890000989","pillow","P2","tap"
"204","45","114.21","105.5","2676.89484848485","443","11421","4.36538461538461","3.69230769230769","4.09684381986564","4.15942028985507","0.0383426188028533","2.91415478830893","409.684381986564","3.625","2.91011235955056","3.24418268477567","3.30681818181818","0.0437489707695218","2.32062459608801","324.418268477567","pillow","P2","tap"
"162","30","112.64","119.5","1421.10141414141","322","11264","4.8740157480315","3.93650793650794","4.46687792133372","4.51992772328343","0.069972574770789","3.68420556408981","446.687792133372","3.83333333333333","2.98","3.22984052685598","3.18068711180124","0.0318308392094957","2.70245483503041","322.984052685598","flat","P2","twist"
"204","38","108.73","94.5","2705.45161616162","405","10873","4.51648351648352","3.43362831858407","4.13140272049721","4.21414141414141","0.0906358282526492","3.99420893653683","413.140272049721","4.0377358490566","2.95454545454545","3.55464385703729","3.51948402417962","0.0663108889882908","3.43267382555808","355.464385703729","flat","P2","twist"
"198","59","125.55","131","1817.17929292929","417","12555","4.28491620111732","3.71794871794872","4.01770478864121","3.99654239907282","0.0258025049340696","2.63764942666872","401.770478864121","3.73684210526316","2.99350649350649","3.30758890000989","3.27430906639703","0.0262966758823455","2.30884755211748","330.758890000989","flat","P2","twist"
"204","45","114.21","105.5","2676.89484848485","443","11421","4.36538461538461","3.69230769230769","4.09684381986564","4.15942028985507","0.0383426188028533","2.91415478830893","409.684381986564","3.625","2.91011235955056","3.24418268477567","3.30681818181818","0.0437489707695218","2.32062459608801","324.418268477567","flat","P2","twist"
"162","30","112.64","119.5","1421.10141414141","322","11264","4.8740157480315","3.93650793650794","4.46687792133372","4.51992772328343","0.069972574770789","3.68420556408981","446.687792133372","3.83333333333333","2.98","3.22984052685598","3.18068711180124","0.0318308392094957","2.70245483503041","322.984052685598","pillow","P2","twist"
"204","38","108.73","94.5","2705.45161616162","405","10873","4.51648351648352","3.43362831858407","4.13140272049721","4.21414141414141","0.0906358282526492","3.99420893653683","413.140272049721","4.0377358490566","2.95454545454545","3.55464385703729","3.51948402417962","0.0663108889882908","3.43267382555808","355.464385703729","pillow","P2","twist"
"198","59","125.55","131","1817.17929292929","417","12555","4.28491620111732","3.71794871794872","4.01770478864121","3.99654239907282","0.0258025049340696","2.63764942666872","401.770478864121","3.73684210526316","2.99350649350649","3.30758890000989","3.27430906639703","0.0262966758823455","2.30884755211748","330.758890000989","pillow","P2","twist"
"204","45","114.21","105.5","2676.89484848485","443","11421","4.36538461538461","3.69230769230769","4.09684381986564","4.15942028985507","0.0383426188028533","2.91415478830893","409.684381986564","3.625","2.91011235955056","3.24418268477567","3.30681818181818","0.0437489707695218","2.32062459608801","324.418268477567","pillow","P2","twist"
"162","30","112.64","119.5","1421.10141414141","322","11264","4.8740157480315","3.93650793650794","4.46687792133372","4.51992772328343","0.069972574770789","3.68420556408981","446.687792133372","3.83333333333333","2.98","3.22984052685598","3.18068711180124","0.0318308392094957","2.70245483503041","322.984052685598","flat","P2","type"
"204","38","108.73","94.5","2705.45161616162","405","10873","4.51648351648352","3.43362831858407","4.13140272049721","4.21414141414141","0.0906358282526492","3.99420893653683","413.140272049721","4.0377358490566","2.95454545454545","3.55464385703729","3.51948402417962","0.0663108889882908","3.43267382555808","355.464385703729","flat","P2","type"
"198","59","125.55","131","1817.17929292929","417","12555","4.28491620111732","3.71794871794872","4.01770478864121","3.99654239907282","0.0258025049340696","2.63764942666872","401.770478864121","3.73684210526316","2.99350649350649","3.30758890000989","3.27430906639703","0.0262966758823455","2.30884755211748","330.758890000989","flat","P2","type"
"204","45","114.21","105.5","2676.89484848485","443","11421","4.36538461538461","3.69230769230769","4.09684381986564","4.15942028985507","0.0383426188028533","2.91415478830893","409.684381986564","3.625","2.91011235955056","3.24418268477567","3.30681818181818","0.0437489707695218","2.32062459608801","324.418268477567","flat","P2","type"
"162","30","112.64","119.5","1421.10141414141","322","11264","4.8740157480315","3.93650793650794","4.46687792133372","4.51992772328343","0.069972574770789","3.68420556408981","446.687792133372","3.83333333333333","2.98","3.22984052685598","3.18068711180124","0.0318308392094957","2.70245483503041","322.984052685598","pillow","P2","type"
"204","38","108.73","94.5","2705.45161616162","405","10873","4.51648351648352","3.43362831858407","4.13140272049721","4.21414141414141","0.0906358282526492","3.99420893653683","413.140272049721","4.0377358490566","2.95454545454545","3.55464385703729","3.51948402417962","0.0663108889882908","3.43267382555808","355.464385703729","pillow","P2","type"
"198","59","125.55","131","1817.17929292929","417","12555","4.28491620111732","3.71794871794872","4.01770478864121","3.99654239907282","0.0258025049340696","2.63764942666872","401.770478864121","3.73684210526316","2.99350649350649","3.30758890000989","3.27430906639703","0.0262966758823455","2.30884755211748","330.758890000989","pillow","P2","type"
"204","45","114.21","105.5","2676.89484848485","443","11421","4.36538461538461","3.69230769230769","4.09684381986564","4.15942028985507","0.0383426188028533","2.91415478830893","409.684381986564","3.625","2.91011235955056","3.24418268477567","3.30681818181818","0.0437489707695218","2.32062459608801","324.418268477567","pillow","P2","type"
"162","30","112.64","119.5","1421.10141414141","322","11264","4.8740157480315","3.93650793650794","4.46687792133372","4.51992772328343","0.069972574770789","3.68420556408981","446.687792133372","3.83333333333333","2.98","3.22984052685598","3.18068711180124","0.0318308392094957","2.70245483503041","322.984052685598","flat","P3","constant"
"204","38","108.73","94.5","2705.45161616162","405","10873","4.51648351648352","3.43362831858407","4.13140272049721","4.21414141414141","0.0906358282526492","3.99420893653683","413.140272049721","4.0377358490566","2.95454545454545","3.55464385703729","3.51948402417962","0.0663108889882908","3.43267382555808","355.464385703729","flat","P3","constant"
"198","59","125.55","131","1817.17929292929","417","12555","4.28491620111732","3.71794871794872","4.01770478864121","3.99654239907282","0.0258025049340696","2.63764942666872","401.770478864121","3.73684210526316","2.99350649350649","3.30758890000989","3.27430906639703","0.0262966758823455","2.30884755211748","330.758890000989","flat","P3","constant"
"204","45","114.21","105.5","2676.89484848485","443","11421","4.36538461538461","3.69230769230769","4.09684381986564","4.15942028985507","0.0383426188028533","2.91415478830893","409.684381986564","3.625","2.91011235955056","3.24418268477567","3.30681818181818","0.0437489707695218","2.32062459608801","324.418268477567","flat","P3","constant"
"162","30","112.64","119.5","1421.10141414141","322","11264","4.8740157480315","3.93650793650794","4.46687792133372","4.51992772328343","0.069972574770789","3.68420556408981","446.687792133372","3.83333333333333","2.98","3.22984052685598","3.18068711180124","0.0318308392094957","2.70245483503041","322.984052685598","pillow","P3","constant"
"204","38","108.73","94.5","2705.45161616162","405","10873","4.51648351648352","3.43362831858407","4.13140272049721","4.21414141414141","0.0906358282526492","3.99420893653683","413.140272049721","4.0377358490566","2.95454545454545","3.55464385703729","3.51948402417962","0.0663108889882908","3.43267382555808","355.464385703729","pillow","P3","constant"
"198","59","125.55","131","1817.17929292929","417","12555","4.28491620111732","3.71794871794872","4.01770478864121","3.99654239907282","0.0258025049340696","2.63764942666872","401.770478864121","3.73684210526316","2.99350649350649","3.30758890000989","3.27430906639703","0.0262966758823455","2.30884755211748","330.758890000989","pillow","P3","constant"
"204","45","114.21","105.5","2676.89484848485","443","11421","4.36538461538461","3.69230769230769","4.09684381986564","4.15942028985507","0.0383426188028533","2.91415478830893","409.684381986564","3.625","2.91011235955056","3.24418268477567","3.30681818181818","0.0437489707695218","2.32062459608801","324.418268477567","pillow","P3","constant"
"162","30","112.64","119.5","1421.10141414141","322","11264","4.8740157480315","3.93650793650794","4.46687792133372","4.51992772328343","0.069972574770789","3.68420556408981","446.687792133372","3.83333333333333","2.98","3.22984052685598","3.18068711180124","0.0318308392094957","2.70245483503041","322.984052685598","flat","P3","drag"
"204","38","108.73","94.5","2705.45161616162","405","10873","4.51648351648352","3.43362831858407","4.13140272049721","4.21414141414141","0.0906358282526492","3.99420893653683","413.140272049721","4.0377358490566","2.95454545454545","3.55464385703729","3.51948402417962","0.0663108889882908","3.43267382555808","355.464385703729","flat","P3","drag"
